passage_id,brand,knn_pred,knn_prob,tfidf_pred,tfidf_prob,agree
1682,Lululemon,1,0.5714,0,0.4249,False
1689,Lululemon,1,0.7143,0,0.4119,False
1697,Lululemon,1,0.7143,0,0.4577,False
1700,Lululemon,1,0.7143,0,0.4497,False
1705,Lululemon,1,0.8571,0,0.4361,False
1706,Lululemon,1,0.5714,0,0.4513,False
1708,Ralph Lauren,1,0.7143,0,0.4843,False
1709,Ralph Lauren,0,0.4286,1,0.5167,False
1710,Ralph Lauren,1,0.7143,0,0.4527,False
1711,Ralph Lauren,1,0.5714,0,0.4337,False
1713,Ralph Lauren,1,0.5714,0,0.4419,False
1723,Ralph Lauren,1,0.5714,0,0.4156,False
1727,Ralph Lauren,1,0.5714,0,0.403,False
1730,Ralph Lauren,1,0.5714,0,0.4111,False
1732,Ralph Lauren,1,0.5714,0,0.4754,False
1734,Ralph Lauren,1,0.5714,0,0.4464,False
1735,Ralph Lauren,1,0.5714,0,0.4801,False
1739,Ralph Lauren,1,0.8571,0,0.4988,False
1746,Ralph Lauren,1,0.5714,0,0.4943,False
1753,Ralph Lauren,1,0.5714,0,0.4857,False
1761,Ralph Lauren,1,0.7143,0,0.4956,False
1763,Ralph Lauren,1,0.8571,0,0.4986,False
1764,Ralph Lauren,1,0.5714,0,0.4567,False
1765,Ralph Lauren,1,0.5714,0,0.4633,False
1771,Ralph Lauren,1,0.7143,0,0.4805,False
1790,Ralph Lauren,1,0.7143,0,0.4317,False
1791,Ralph Lauren,0,0.2857,1,0.5085,False
1792,Ralph Lauren,0,0.4286,1,0.5008,False
1793,Ralph Lauren,1,0.5714,0,0.4891,False
1796,Ralph Lauren,1,0.5714,0,0.4556,False
1802,Ralph Lauren,1,0.5714,0,0.4102,False
1806,Ralph Lauren,1,0.5714,0,0.4982,False
1809,Ralph Lauren,1,0.5714,0,0.4878,False
1810,Ralph Lauren,1,0.5714,0,0.4841,False
1818,Ralph Lauren,0,0.4286,1,0.5023,False
1821,Ralph Lauren,0,0.2857,1,0.5496,False
1823,Ralph Lauren,1,0.5714,0,0.4753,False
1824,Ralph Lauren,0,0.4286,1,0.5313,False
1829,Ralph Lauren,0,0.4286,1,0.542,False
1834,Ralph Lauren,0,0.4286,1,0.5448,False
1837,Ralph Lauren,0,0.4286,1,0.5006,False
1838,Ralph Lauren,0,0.4286,1,0.5141,False
1839,Ralph Lauren,1,0.5714,0,0.4751,False
1841,Ralph Lauren,1,0.5714,0,0.4671,False
1848,Ralph Lauren,0,0.4286,1,0.5378,False
1852,Ralph Lauren,1,0.8571,0,0.4829,False
1853,Ralph Lauren,0,0.4286,1,0.5303,False
1855,Ralph Lauren,1,0.5714,0,0.4961,False
1857,Ralph Lauren,0,0.4286,1,0.5047,False
1861,Ralph Lauren,1,0.7143,0,0.4495,False
1862,Ralph Lauren,1,0.5714,0,0.4528,False
1864,Ralph Lauren,1,0.5714,0,0.4259,False
1872,Ralph Lauren,1,0.5714,0,0.4561,False
1878,Ralph Lauren,1,0.5714,0,0.4393,False
1883,Puma,1,0.5714,0,0.4928,False
1884,Puma,1,0.5714,0,0.4807,False
1890,Puma,1,0.5714,0,0.4308,False
1901,Puma,1,0.5714,0,0.4045,False
1903,Puma,1,0.7143,0,0.4184,False
1910,Puma,1,0.5714,0,0.4231,False
1919,Puma,1,0.5714,0,0.4541,False
1920,Puma,1,0.5714,0,0.4366,False
1923,Puma,1,0.8571,0,0.4858,False
1928,Puma,1,0.7143,0,0.3962,False
1932,Puma,1,0.5714,0,0.4921,False
1933,Puma,1,0.5714,0,0.4144,False
1936,Puma,1,0.5714,0,0.4273,False
1939,Puma,0,0.4286,1,0.5208,False
1956,Puma,1,0.5714,0,0.4528,False
1957,Puma,1,0.5714,0,0.4635,False
1963,Puma,1,0.7143,0,0.489,False
1964,Puma,1,0.5714,0,0.4706,False
1967,Puma,1,0.7143,0,0.4686,False
1968,Puma,1,0.5714,0,0.4561,False
1980,Puma,1,0.5714,0,0.4398,False
1985,Puma,1,0.5714,0,0.4603,False
1989,Puma,1,0.7143,0,0.4279,False
2010,Puma,1,0.5714,0,0.4025,False
2058,Puma,1,0.7143,0,0.4217,False
2069,Puma,1,0.5714,0,0.4158,False
2070,Puma,1,0.5714,0,0.4391,False
2079,Puma,1,0.5714,0,0.4377,False
2088,Puma,1,0.5714,0,0.4221,False
2093,Puma,1,0.5714,0,0.4455,False
2096,Puma,0,0.4286,1,0.5119,False
2098,Puma,1,0.5714,0,0.4718,False
2100,Puma,1,0.5714,0,0.4183,False
2104,Puma,1,0.5714,0,0.4619,False
2106,Puma,1,0.5714,0,0.4572,False
2108,Puma,0,0.4286,1,0.5066,False
2113,Puma,0,0.2857,1,0.5439,False
2114,Puma,0,0.4286,1,0.5425,False
2115,Puma,1,0.5714,0,0.489,False
2116,Puma,1,0.5714,0,0.4624,False
2118,Puma,1,0.5714,0,0.4539,False
2119,Puma,1,0.5714,0,0.4683,False
2121,Puma,1,0.7143,0,0.453,False
2122,Puma,1,0.7143,0,0.4624,False
2125,Puma,1,0.7143,0,0.4734,False
2146,Puma,1,0.5714,0,0.4397,False
2149,Puma,1,0.5714,0,0.4534,False
2150,Puma,1,0.5714,0,0.4207,False
2162,Puma,1,0.5714,0,0.459,False
2163,Puma,1,1.0,0,0.4544,False
2164,Puma,1,0.7143,0,0.4763,False
2170,Puma,1,0.5714,0,0.4671,False
2181,Puma,1,0.5714,0,0.4302,False
2182,Puma,1,0.5714,0,0.4926,False
2188,Puma,1,0.5714,0,0.4864,False
2197,Puma,1,0.5714,0,0.4223,False
2199,Puma,0,0.4286,1,0.513,False
2201,Puma,1,0.5714,0,0.4727,False
2202,Puma,1,0.5714,0,0.4266,False
2203,Puma,1,0.7143,0,0.459,False
2204,Puma,1,0.5714,0,0.4779,False
2227,Puma,1,0.5714,0,0.4237,False
2230,Puma,1,0.7143,0,0.4382,False
2231,Puma,1,0.7143,0,0.464,False
2232,Puma,1,0.5714,0,0.4508,False
2241,Puma,1,0.5714,0,0.419,False
2242,Puma,1,0.5714,0,0.4371,False
2248,Puma,1,0.7143,0,0.4798,False
2249,Puma,1,0.5714,0,0.4773,False
2271,Puma,1,0.5714,0,0.4021,False
2272,Puma,1,0.7143,0,0.4005,False
2287,Puma,1,0.5714,0,0.4401,False
2304,Puma,1,0.5714,0,0.4046,False
2305,Puma,1,0.5714,0,0.4503,False
2312,Puma,1,0.5714,0,0.4413,False
2313,Puma,1,0.5714,0,0.4982,False
2316,Puma,1,0.5714,0,0.4664,False
2318,Puma,1,0.5714,0,0.4387,False
2319,Puma,1,0.5714,0,0.4329,False
2320,Puma,1,0.5714,0,0.4345,False
2321,Puma,1,0.5714,0,0.4356,False
2360,Puma,1,0.5714,0,0.4647,False
2361,Puma,1,0.5714,0,0.4251,False
2362,Puma,1,0.5714,0,0.4271,False
2367,Puma,0,0.4286,1,0.5456,False
2368,Puma,0,0.4286,1,0.526,False
2370,Puma,1,0.7143,0,0.4785,False
2372,Puma,1,0.5714,0,0.4086,False
2377,Puma,1,0.5714,0,0.4206,False
2390,Puma,1,0.5714,0,0.4634,False
2394,Puma,0,0.4286,1,0.5034,False
2395,Puma,1,0.5714,0,0.4979,False
2411,Puma,1,0.7143,0,0.4132,False
2413,Puma,1,0.5714,0,0.4027,False
2418,Puma,0,0.4286,1,0.5062,False
2419,Puma,0,0.4286,1,0.5093,False
2422,Puma,1,0.5714,0,0.4508,False
2428,Puma,1,0.5714,0,0.4922,False
2433,Puma,1,0.5714,0,0.4725,False
2440,Puma,1,0.5714,0,0.447,False
2448,Puma,1,0.5714,0,0.427,False
2455,Puma,1,0.5714,0,0.455,False
2456,Puma,1,0.5714,0,0.4796,False
2457,Puma,1,0.7143,0,0.4555,False
2459,Puma,1,0.5714,0,0.4805,False
2460,Puma,1,0.7143,0,0.4888,False
2463,Puma,1,0.5714,0,0.4066,False
2468,Puma,1,0.5714,0,0.4285,False
2472,Puma,1,0.7143,0,0.4525,False
2473,Puma,1,0.7143,0,0.4382,False
2475,Puma,1,0.5714,0,0.4493,False
2485,Puma,1,0.7143,0,0.474,False
2486,Puma,1,0.7143,0,0.4721,False
2487,Puma,1,0.5714,0,0.4566,False
2488,Puma,1,0.5714,0,0.4404,False
